area,source_file,key,plural_category,plural_category_required_for_locales,english_source,context,placeholders_keep_exact,glossary_terms_to_review,current_de,current_es,current_fr,current_ja,current_ko,current_pl,current_pt-br,current_pt-pt,current_ru,current_zh-cn,current_zh-tw
host,l10n/bundle.l10n.json,Publish Branch...,,,Publish Branch...,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Branch veröffentlichen...,Publicar rama...,Publier la branche...,ブランチを公開...,브랜치 게시...,Opublikuj branch...,Publicar branch...,Publicar branch...,Опубликовать ветку...,发布分支...,發布分支...
host,l10n/bundle.l10n.json,Rebase and Push,,,Rebase and Push,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Rebase und Push,Rebase y Push,Rebase et Push,リベースしてプッシュ,리베이스 및 푸시,Rebase i Push,Rebase e Push,Rebase e Push,Перебазирование и отправка,变基并推送,變基並推送
host,l10n/bundle.l10n.json,Rebase and push failed: {message},,,Rebase and push failed: {message},"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Rebase und Push fehlgeschlagen: {message},Error al hacer rebase y push: {message},Échec du rebasage et du push : {message},リベースとプッシュに失敗しました: {message},리베이스 및 푸시 실패: {message},Nie udało się wykonać rebase i push: {message},Falha no rebase e push: {message},Falha no rebase e push: {message},Перебазирование и отправка не удались: {message},变基和推送失败：{message},變基與推送失敗：{message}
host,l10n/bundle.l10n.json,Rebasing and pushing current branch...,,,Rebasing and pushing current branch...,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Rebase und Push des aktuellen Branches...,Rebasando y subiendo la rama actual...,Rebasage et envoi de la branche actuelle...,現在のブランチをリベースしてプッシュしています...,현재 브랜치를 리베이스하고 푸시하는 중...,Wykonywanie rebase i push bieżącej gałęzi...,Rebaseando e enviando o branch atual...,Rebaseando e enviando o branch atual...,Перебазирование и отправка текущей ветки...,正在变基并推送当前分支...,正在變基並推送目前分支...
host,l10n/bundle.l10n.json,"Remote ""origin"" already exists. How do you want to proceed?",,,"Remote ""origin"" already exists. How do you want to proceed?","Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Der origin-Remote existiert bereits. Wie möchten Sie fortfahren?,"El remoto ""origin"" ya existe. ¿Cómo deseas continuar?",Le dépôt distant « origin » existe déjà. Comment souhaitez-vous procéder ?,リモートの「オリジン」は既に存在します。どのように進めますか？ origin,"원격 ""origin""이 이미 존재합니다. 어떻게 진행하시겠습니까?",Zdalny „origin” już istnieje. Jak chcesz kontynuować?,"O remoto ""origin"" já existe. Como deseja prosseguir?","O remoto ""origin"" já existe. Como pretende continuar?",Удалённый репозиторий «origin» уже существует. Как продолжить?,远程“origin”已存在。您想如何继续？,遠端「origin」已存在。您想如何繼續？
host,l10n/bundle.l10n.json,Resolved: {path},,,Resolved: {path},"Extension-host runtime prompt, progress, confirmation action, or notification.",{path},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Aufgelöst: {path},Resuelto: {path},Résolu : {path},解決済み: {path},해결됨: {path},Rozwiązano: {path},Resolvido: {path},Resolvido: {path},Решено: {path},已解决：{path},已解決：{path}
host,l10n/bundle.l10n.json,Restore,,,Restore,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Wiederherstellen,Restaurar,Restaurer,復元する,복원하다,Przywróć,Restaurar,Restaurar,Восстановить,恢复,恢復
host,l10n/bundle.l10n.json,Restore failed: {message},,,Restore failed: {message},"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Wiederherstellung fehlgeschlagen: {message},Error al restaurar: {message},Échec de la restauration : {message},復元に失敗しました: {message},복원 실패: {message},Przywracanie nie powiodło się: {message},Restauração falhou: {message},Restauração falhou: {message},Восстановление не удалось: {message},恢复失败：{message},恢復失敗：{message}
host,l10n/bundle.l10n.json,Restored {branch},,,Restored {branch},"Extension-host runtime prompt, progress, confirmation action, or notification.",{branch},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Wiederhergestellt {branch},Restaurado {branch},{branch} restaurée,復元された{branch},복원된 {branch},Przywrócono {branch},Restaurado {branch},Restaurado {branch},Восстановлена ​​{branch},已恢复 {branch},已恢復 {branch}
host,l10n/bundle.l10n.json,Revert Change,,,Revert Change,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Änderung rückgängig machen,Revertir cambios,Annuler la modification,変更を元に戻す,변경 사항 되돌리기,Przywróć zmianę,Reverter alteração,Reverter alteração,Отменить изменение,撤销更改,撤銷更改
host,l10n/bundle.l10n.json,Revert Selected Change,,,Revert Selected Change,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Ausgewählte Änderung rückgängig machen,Revertir los cambios seleccionados,Annuler la modification sélectionnée,選択した変更を元に戻す,선택한 변경 사항 되돌리기,Przywróć wybraną zmianę,Reverter alteração selecionada,Reverter alteração selecionada,Отменить выбранное изменение,撤销所选更改,撤銷所選更改
host,l10n/bundle.l10n.json,Revert selected change failed: {message},,,Revert selected change failed: {message},"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Die ausgewählte Änderung konnte nicht rückgängig gemacht werden: {message},Error al revertir el cambio seleccionado: {message},L'annulation de la modification sélectionnée a échoué : {message},選択した変更を元に戻すのに失敗しました: {message},선택한 변경 사항 되돌리기 실패: {message},Nie udało się przywrócić wybranej zmiany: {message},A reversão da alteração selecionada falhou: {message},A reversão da alteração selecionada falhou: {message},Отмена выбранного изменения не удалась: {message},撤销所选更改失败：{message},撤銷所選變更失敗：{message}
host,l10n/bundle.l10n.json,Reverted selected change from {short} for {path}.,,,Reverted selected change from {short} for {path}.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{short} {path},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Die ausgewählte Änderung von {short} für {path} wurde rückgängig gemacht.,Se revirtió el cambio seleccionado de {short} para {path}.,Modification sélectionnée annulée : {short} remplacé par {path}.,{short} から {path} への選択された変更を元に戻しました。,{short}에서 {path}로 변경한 내용을 되돌렸습니다.,Przywrócono wybraną zmianę z {short} dla {path}.,Revertida a alteração selecionada de {short} para {path}.,Revertida a alteração selecionada de {short} para {path}.,Отменено выбранное изменение из {short} для {path}.,已还原来自 {short} 的 {path} 的选定更改。,已還原來自 {short} 的 {path} 的選定變更。
host,l10n/bundle.l10n.json,Reverting selected change for {path}...,,,Reverting selected change for {path}...,"Extension-host runtime prompt, progress, confirmation action, or notification.",{path},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Die ausgewählte Änderung für {path} wird rückgängig gemacht...,Revirtiendo el cambio seleccionado para {path}...,Annulation de la modification sélectionnée pour {path}...,{path} の選択した変更を元に戻しています...,{path}에 대해 선택한 변경 사항을 되돌리는 중...,Przywracanie wybranej zmiany dla {path}...,Revertendo a alteração selecionada para {path}...,Revertendo a alteração selecionada para {path}...,Отмена выбранного изменения для {path}...,正在撤销对 {path} 的选定更改...,正在撤銷對 {path} 的選定變更...
host,l10n/bundle.l10n.json,Rollback failed: {message},,,Rollback failed: {message},"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Rollback fehlgeschlagen: {message},Error al revertir la operación: {message},Échec du rollback : {message},ロールバックに失敗しました: {message},롤백 실패: {message},Nie udało się wycofać: {message},O rollback falhou: {message},O rollback falhou: {message},Откат не удался: {message},回滚失败：{message},回滾失敗：{message}
host,l10n/bundle.l10n.json,"Run the ""GitHub: Sign Out"" command, then retry.",,,"Run the ""GitHub: Sign Out"" command, then retry.","Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Führen Sie den Befehl „GitHub: Abmelden“ aus und versuchen Sie es dann erneut.,"Ejecuta el comando ""GitHub: Cerrar sesión"" y vuelve a intentarlo.","Exécutez la commande « GitHub : Se déconnecter », puis réessayez.",「GitHub: サインアウト」コマンドを実行してから、もう一度お試しください。,"""GitHub: 로그아웃"" 명령을 실행한 다음 다시 시도하세요.",Uruchom polecenie „GitHub: Sign Out” i spróbuj ponownie.,"Execute o comando ""GitHub: Sair"" e tente novamente.","Execute o comando ""GitHub: Sair"" e tente novamente.","Выполните команду ""GitHub: Sign Out"", затем повторите попытку.",运行“GitHub: Sign Out”命令，然后重试。,執行“GitHub: Sign Out”命令，然後重試。
host,l10n/bundle.l10n.json,SSH clone failed,,,SSH clone failed,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,SSH-Klonen fehlgeschlagen,Falló la clonación SSH.,Échec du clonage SSH,SSHクローンが失敗しました,SSH 클론 실패,Klonowanie przez SSH nie powiodło się,A clonagem SSH falhou,A clonagem SSH falhou,Клонирование SSH не удалось.,SSH 克隆失败,SSH 克隆失敗
host,l10n/bundle.l10n.json,Select a recent revision for {path},,,Select a recent revision for {path},"Extension-host runtime prompt, progress, confirmation action, or notification.",{path},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Wählen Sie eine aktuelle Revision für {path} aus.,Seleccione una revisión reciente para {path},Sélectionnez une révision récente pour {path},{path} の最新のリビジョンを選択してください。,{path}에 대한 최근 수정 버전을 선택하세요,Wybierz ostatnią wersję dla {path},Selecione uma revisão recente para {path},Selecione uma revisão recente para {path},Выберите последнюю версию для {path},选择 {path} 的最新修订版本,選擇 {path} 的最新修訂版本
host,l10n/bundle.l10n.json,The host key is not in your known_hosts file. Run `ssh-keyscan -H github.com >> ~/.ssh/known_hosts` (or the appropriate host).,,,The host key is not in your known_hosts file. Run `ssh-keyscan -H github.com >> ~/.ssh/known_hosts` (or the appropriate host).,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Der Host-Schlüssel befindet sich nicht in Ihrer known_hosts-Datei. Führen Sie `ssh-keyscan -H github.com >> ~/.ssh/known_hosts` (oder den entsprechenden Host) aus.,La clave de host no se encuentra en su archivo known_hosts. Ejecute `ssh-keyscan -H github.com >> ~/.ssh/known_hosts` (o el host correspondiente).,La clé de l'hôte ne figure pas dans votre fichier known_hosts. Exécutez la commande `ssh-keyscan -H github.com >> ~/.ssh/known_hosts` (ou l'hôte approprié).,ホストキーが known_hosts ファイルに登録されていません。`ssh-keyscan -H github.com >> ~/.ssh/known_hosts` (または適切なホスト) を実行してください。,호스트 키가 known_hosts 파일에 없습니다. `ssh-keyscan -H github.com >> ~/.ssh/known_hosts` (또는 해당 호스트) 명령어를 실행하세요.,Klucza hosta nie ma w pliku known_hosts. Uruchom `ssh-keyscan -H github.com >> ~/.ssh/known_hosts` (lub odpowiedni host).,A chave do host não está no seu arquivo known_hosts. Execute `ssh-keyscan -H github.com >> ~/.ssh/known_hosts` (ou a chave do host correspondente).,A chave do host não está no seu arquivo known_hosts. Execute `ssh-keyscan -H github.com >> ~/.ssh/known_hosts` (ou a chave do host correspondente).,Ключ хоста отсутствует в файле known_hosts. Выполните команду `ssh-keyscan -H github.com >> ~/.ssh/known_hosts` (или для соответствующего хоста).,主机密钥不在您的 known_hosts 文件中。运行 `ssh-keyscan -H github.com >> ~/.ssh/known_hosts`（或相应的主机）。,主機金鑰不在您的 known_hosts 檔案中。執行 `ssh-keyscan -H github.com >> ~/.ssh/known_hosts`（或對應的主機）。
host,l10n/bundle.l10n.json,The repository may not exist or is private and your token does not have access.,,,The repository may not exist or is private and your token does not have access.,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,"Das Repository existiert möglicherweise nicht oder ist privat, und Ihr Token hat keinen Zugriff darauf.","Es posible que el repositorio no exista o sea privado, y que su token no tenga acceso.",Le dépôt peut ne pas exister ou être privé et votre jeton ne vous y donne pas accès.,リポジトリが存在しないか、非公開であるため、あなたのトークンではアクセスできません。,"해당 저장소가 존재하지 않거나 비공개이며, 귀하의 토큰에 접근 권한이 없을 수 있습니다.","Repozytorium może nie istnieć lub jest prywatne, a Twój token nie ma do niego dostępu.","O repositório pode não existir ou ser privado, e seu token não tem acesso.","O repositório pode não existir ou ser privado, e seu token não tem acesso.","Возможно, репозиторий не существует или является закрытым, и ваш токен не имеет к нему доступа.",该存储库可能不存在或为私有存储库，您的令牌没有访问权限。,該儲存庫可能不存在或為私有儲存庫，您的令牌沒有存取權限。
host,l10n/bundle.l10n.json,The repository may not exist or you do not have access to it.,,,The repository may not exist or you do not have access to it.,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Das Repository existiert möglicherweise nicht oder Sie haben keinen Zugriff darauf.,Es posible que el repositorio no exista o que usted no tenga acceso a él.,Le dépôt n'existe peut-être pas ou vous n'y avez pas accès.,リポジトリが存在しないか、アクセス権がない可能性があります。,해당 저장소가 존재하지 않거나 접근 권한이 없을 수 있습니다.,Być może repozytorium nie istnieje lub nie masz do niego dostępu.,O repositório pode não existir ou você pode não ter acesso a ele.,O repositório pode não existir ou você pode não ter acesso a ele.,"Возможно, репозиторий не существует, или у вас нет к нему доступа.",该存储库可能不存在，或者您没有访问权限。,該儲存庫可能不存在，或者您沒有存取權限。
host,l10n/bundle.l10n.json,"To clear a saved token, select ""Clear Saved Token"" when prompted on the next attempt.",,,"To clear a saved token, select ""Clear Saved Token"" when prompted on the next attempt.","Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,"Um ein gespeichertes Token zu löschen, wählen Sie beim nächsten Versuch die Option „Gespeichertes Token löschen“.","Para borrar un token guardado, seleccione ""Borrar token guardado"" cuando se le solicite en el siguiente intento.","Pour effacer un jeton enregistré, sélectionnez « Effacer le jeton enregistré » lorsque le système vous y invite lors de votre prochaine tentative.",保存済みのトークンを削除するには、次回試行時にプロンプ​​トが表示されたら「保存済みトークンをクリア」を選択してください。,"저장된 토큰을 삭제하려면 다음 시도 시 메시지가 표시되면 ""저장된 토큰 삭제""를 선택하십시오.","Aby wyczyścić zapisany token, wybierz opcję „Wyczyść zapisany token” podczas następnej próby, gdy pojawi się monit.","Para limpar um token salvo, selecione ""Limpar token salvo"" quando solicitado na próxima tentativa.","Para limpar um token salvo, selecione ""Limpar token salvo"" quando solicitado na próxima tentativa.","Чтобы удалить сохраненный токен, выберите «Удалить сохраненный токен» при следующем запросе.",要清除已保存的令牌，请在下次尝试时出现提示时选择“清除已保存的令牌”。,若要清除已儲存的令牌，請在下次嘗試時出現提示時選擇「清除已儲存的令牌」。
host,l10n/bundle.l10n.json,Unable to move IntelliGit to a new window automatically: {message},,,Unable to move IntelliGit to a new window automatically: {message},"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,IntelliGit konnte nicht automatisch in ein neues Fenster verschoben werden: {message},No se puede mover IntelliGit a una nueva ventana automáticamente: {message},Impossible de déplacer automatiquement IntelliGit dans une nouvelle fenêtre : {message},IntelliGitを新しいウィンドウに自動的に移動できませんでした: {message},IntelliGit을 자동으로 새 창으로 이동할 수 없습니다: {message},Nie można automatycznie przenieść IntelliGit do nowego okna: {message},Não foi possível mover o IntelliGit para uma nova janela automaticamente: {message},Não foi possível mover o IntelliGit para uma nova janela automaticamente: {message},Не удаётся автоматически переместить IntelliGit в новое окно: {message},无法自动将 IntelliGit 移动到新窗口：{message},無法自動將 IntelliGit 移至新視窗：{message}
host,l10n/bundle.l10n.json,Usually the target branch side of the merge.,,,Usually the target branch side of the merge.,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,"Üblicherweise die Seite des Zielzweigs, die vom Merge betroffen ist.","Normalmente, se trata del lado de la rama de destino de la fusión.","Généralement, la branche cible de la fusion.",通常はマージのターゲットブランチ側です。,일반적으로 병합 시 대상 브랜치 측에서 발생합니다.,Zwykle jest to gałąź docelowa scalenia.,"Geralmente, o lado da ramificação de destino da mesclagem.","Geralmente, o lado da ramificação de destino da mesclagem.","Обычно это сторона слияния, являющаяся целевой веткой.",通常是合并的目标分支。,通常是合併的目標分支。
host,l10n/bundle.l10n.json,VS Code merge editor command failed ({message}). Opening the file instead.,,,VS Code merge editor command failed ({message}). Opening the file instead.,"Extension-host runtime prompt, progress, confirmation action, or notification.",{message},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Der Befehl zum Zusammenführen des VS Code-Editors ist fehlgeschlagen ({message}). Die Datei wird stattdessen geöffnet.,El comando del editor de combinación de VS Code falló ({message}). Se abrirá el archivo en su lugar.,La commande de fusion de l'éditeur VS Code a échoué ({message}). Ouverture du fichier à la place.,VS Codeのマージエディターコマンドが失敗しました（{message}）。代わりにファイルを開きます。,VS Code 병합 편집기 명령이 실패했습니다({message}). 대신 파일을 엽니다.,Polecenie edytora scalania VS Code nie powiodło się ({message}). Zamiast tego otwieram plik.,O comando de mesclagem do editor VS Code falhou ({message}). Abrindo o arquivo em vez disso.,O comando de mesclagem do editor VS Code falhou ({message}). Abrindo o arquivo em vez disso.,Команда слияния в редакторе VS Code завершилась с ошибкой ({message}). Вместо этого открывается файл.,VS Code 合并编辑器命令失败（{message}）。改为直接打开文件。,VS Code 合併編輯器指令失敗（{message}）。改為直接開啟文件。
host,l10n/bundle.l10n.json,Verify your public key is added to your Git hosting account settings.,,,Verify your public key is added to your Git hosting account settings.,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,"Überprüfen Sie, ob Ihr öffentlicher Schlüssel in den Einstellungen Ihres Git-Hosting-Kontos hinzugefügt wurde.",Verifica que tu clave pública esté agregada a la configuración de tu cuenta de alojamiento Git.,Vérifiez que votre clé publique est bien ajoutée aux paramètres de votre compte d'hébergement Git.,Gitホスティングアカウントの設定に公開鍵が追加されていることを確認してください。,Git 호스팅 계정 설정에 공개 키가 추가되었는지 확인하십시오.,"Sprawdź, czy Twój klucz publiczny został dodany do ustawień konta hostingowego Git.",Verifique se sua chave pública foi adicionada às configurações da sua conta de hospedagem Git.,Verifique se sua chave pública foi adicionada às configurações da sua conta de hospedagem Git.,"Убедитесь, что ваш открытый ключ добавлен в настройки вашей учетной записи Git-хостинга.",请确认您的公钥已添加到您的 Git 托管帐户设置中。,請確認您的公鑰已新增至您的 Git 託管帳戶設定。
host,l10n/bundle.l10n.json,Your GitHub token may have expired or lacks the necessary permissions. Try signing in again.,,,Your GitHub token may have expired or lacks the necessary permissions. Try signing in again.,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,"Ihr GitHub-Token ist möglicherweise abgelaufen oder verfügt nicht über die erforderlichen Berechtigungen. Versuchen Sie, sich erneut anzumelden.",Es posible que tu token de GitHub haya caducado o no tenga los permisos necesarios. Intenta iniciar sesión de nuevo.,Votre jeton GitHub a peut-être expiré ou vous ne disposez pas des autorisations nécessaires. Veuillez réessayer de vous connecter.,GitHubトークンの有効期限が切れているか、必要な権限が付与されていない可能性があります。再度ログインしてみてください。,GitHub 토큰이 만료되었거나 필요한 권한이 부족할 수 있습니다. 다시 로그인해 보세요.,Twój token GitHub mógł wygasnąć lub nie posiada wymaganych uprawnień. Spróbuj zalogować się ponownie.,Seu token do GitHub pode ter expirado ou não ter as permissões necessárias. Tente fazer login novamente.,Seu token do GitHub pode ter expirado ou não ter as permissões necessárias. Tente fazer login novamente.,"Возможно, срок действия вашего токена GitHub истек или у него отсутствуют необходимые права доступа. Попробуйте войти снова.",您的GitHub令牌可能已过期或缺少必要的权限。请尝试重新登录。,您的GitHub令牌可能已過期或缺少必要的權限。請嘗試重新登入。
host,l10n/bundle.l10n.json,Your GitLab personal access token may be invalid or expired.,,,Your GitLab personal access token may be invalid or expired.,"Extension-host runtime prompt, progress, confirmation action, or notification.",,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Ihr persönliches GitLab-Zugriffstoken ist möglicherweise ungültig oder abgelaufen.,Es posible que tu token de acceso personal de GitLab no sea válido o haya caducado.,Votre jeton d'accès personnel GitLab est peut-être invalide ou expiré.,GitLabの個人アクセストークンが無効または期限切れになっている可能性があります。,GitLab 개인 액세스 토큰이 유효하지 않거나 만료되었을 수 있습니다.,Twój osobisty token dostępu GitLab może być nieprawidłowy lub wygasł.,Seu token de acesso pessoal do GitLab pode ser inválido ou ter expirado.,Seu token de acesso pessoal do GitLab pode ser inválido ou ter expirado.,Ваш персональный токен доступа GitLab может быть недействительным или просроченным.,您的 GitLab 个人访问令牌可能无效或已过期。,您的 GitLab 個人存取權杖可能無效或已過期。
host,l10n/bundle.l10n.json,{action}: select mainline parent,,,{action}: select mainline parent,"Extension-host runtime prompt, progress, confirmation action, or notification.",{action},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,{action}: Hauptlinie auswählen,{action}: seleccionar padre principal,{action}: sélectionner le parent principal,{action}: メインラインの親を選択,{action}: 메인라인 부모 선택,{action}: wybierz nadrzędny element linii głównej,{action}: selecione o pai da linha principal,{action}: selecione o pai da linha principal,{action}: выбрать родительскую ветку основной строки,{action}: 选择主线父级,{action}: 選擇主線父級
host,l10n/bundle.l10n.json,{title}: {detail}{hintText},,,{title}: {detail}{hintText},"Extension-host runtime prompt, progress, confirmation action, or notification.",{title} {detail} {hintText},Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,{title}: {detail}{hintText},{title}: {detail}{hintText},{title}: {detail}{hintText},{title}: {detail}{hintText},{title}: {detail}{hintText},{title}: {detail}{hintText},{title}: {detail}{hintText},{title}: {detail}{hintText},{title}: {detail}{hintText},{title}: {detail}{hintText},{title}: {detail} {hintText}
webview,src/webviews/i18n/en.json,branch.head.label,,,HEAD ({name}),Webview branch or merge editor UI.,{name},Git; branch; HEAD; hunk,HEAD ({name}),CABECERA ({name}),HEAD ({name}),HEAD ({name}),HEAD ({name}),HEAD ({name}),HEAD ({name}),HEAD ({name}),ЗАГОЛОВОК ({name}),HEAD（{name}）,HEAD（{name}）
webview,src/webviews/i18n/en.json,merge.overview.jumpToHunk,,,Jump to hunk #{ordinal},Webview branch or merge editor UI.,{ordinal},Git; branch; HEAD; hunk,Springe zu Abschnitt #{ordinal},Saltar al trozo #{ordinal},Passer au bloc n°{ordinal},チャンク#{ordinal}にジャンプ,Hunk #{ordinal}로 이동,Przejdź do fragmentu #{ordinal},Ir para o bloco #{ordinal},Ir para o bloco #{ordinal},Перейти к фрагменту #{ordinal},跳转到编号为 #{ordinal} 的块,跳到編號為 #{ordinal} 的區塊
manifest,package.nls.json,view.fileCountBadge,,,Changed Files,VS Code view title.,,,Geänderte Dateien,Archivos modificados,Fichiers modifiés,変更されたファイル,변경된 파일,Zmienione pliki,Arquivos alterados,Arquivos alterados,Измененные файлы,已更改的文件,已更改的文件
host,l10n/bundle.l10n.json,{count} changed file,,,{count} changed file,Extension-host activity bar changed-files badge tooltip.,{count},,{count} Datei geändert,{count} archivo modificado,{count} fichier modifié,{count} 個のファイルが変更されました,{count}개 파일 변경됨,{count} plik zmieniony,{count} arquivo alterado,{count} ficheiro alterado,{count} файл изменён,{count} 个文件已更改,{count} 個檔案已變更
host,l10n/bundle.l10n.json,{count} changed files,,,{count} changed files,Extension-host activity bar changed-files badge tooltip.,{count},,{count} geänderte Dateien,{count} archivos modificados,{count} fichiers modifiés,{count} 個のファイルが変更されました,{count}개 파일 변경됨,{count} zmienionych plików,{count} arquivos alterados,{count} ficheiros alterados,{count} файлов изменено,{count} 个文件已更改,{count} 個檔案已變更
host,l10n/bundle.l10n.json,Some commit change stats may be unavailable.,,,Some commit change stats may be unavailable.,Extension-host runtime warning notification.,,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Einige Commit-Änderungsstatistiken sind möglicherweise nicht verfügbar.,Es posible que algunas estadísticas de cambios del commit no estén disponibles.,Certaines statistiques de modification du commit peuvent être indisponibles.,コミットの変更統計の一部を利用できない場合があります。,일부 커밋 변경 통계를 사용할 수 없을 수 있습니다.,Niektóre statystyki zmian w commicie mogą być niedostępne.,Algumas estatísticas de alterações do commit podem estar indisponíveis.,Algumas estatísticas de alterações do commit podem estar indisponíveis.,Некоторые статистические данные изменений коммита могут быть недоступны.,部分提交变更统计信息可能无法获取。,部分提交變更統計資訊可能無法取得。
host,l10n/bundle.l10n.json,Some staged change stats may be unavailable.,,,Some staged change stats may be unavailable.,Extension-host runtime warning notification.,,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Einige Statistiken zu gestagten Änderungen sind möglicherweise nicht verfügbar.,Es posible que algunas estadísticas de cambios preparados no estén disponibles.,Certaines statistiques de modifications indexées peuvent être indisponibles.,ステージ済み変更の統計の一部を利用できない場合があります。,일부 스테이징된 변경 통계를 사용할 수 없을 수 있습니다.,Niektóre statystyki zmian w indeksie mogą być niedostępne.,Algumas estatísticas de alterações preparadas podem estar indisponíveis.,Algumas estatísticas de alterações preparadas podem estar indisponíveis.,Некоторые статистические данные подготовленных изменений могут быть недоступны.,部分已暂存变更统计信息可能无法获取。,部分已暫存變更統計資訊可能無法取得。
host,l10n/bundle.l10n.json,Some unstaged change stats may be unavailable.,,,Some unstaged change stats may be unavailable.,Extension-host runtime warning notification.,,Git; commit; branch; rebase; merge; push; remote; HEAD; VS Code; JetBrains,Einige Statistiken zu nicht gestagten Änderungen sind möglicherweise nicht verfügbar.,Es posible que algunas estadísticas de cambios no preparados no estén disponibles.,Certaines statistiques de modifications non indexées peuvent être indisponibles.,未ステージ変更の統計の一部を利用できない場合があります。,일부 스테이징되지 않은 변경 통계를 사용할 수 없을 수 있습니다.,Niektóre statystyki zmian poza indeksem mogą być niedostępne.,Algumas estatísticas de alterações não preparadas podem estar indisponíveis.,Algumas estatísticas de alterações não preparadas podem estar indisponíveis.,Некоторые статистические данные неподготовленных изменений могут быть недоступны.,部分未暂存变更统计信息可能无法获取。,部分未暫存變更統計資訊可能無法取得。
